scient_name,disease,no_doses,scient_name_fk,number,mfr_place,expiration
Mike1338,Maleria,10,Mike1338,133813381338,usa,2021-10-03T00:00:00+00:00
Mike1339,Maleria,30,Mike1339,133913391339,uk,2021-10-03T00:00:00+00:00
Mike1340,Maleria,10,Mike1340,134013401340,usa,2021-10-03T00:00:00+00:00
Mike1341,Maleria,30,Mike1341,134113411341,uk,2021-10-03T00:00:00+00:00
Mike1342,Maleria,10,Mike1342,134213421342,usa,2021-10-03T00:00:00+00:00
Mike1343,Maleria,30,Mike1343,134313431343,uk,2021-10-03T00:00:00+00:00
Mike1344,Maleria,10,Mike1344,134413441344,usa,2021-10-03T00:00:00+00:00
Mike1345,Maleria,30,Mike1345,134513451345,uk,2021-10-03T00:00:00+00:00
Mike1346,Maleria,10,Mike1346,134613461346,usa,2021-10-03T00:00:00+00:00
Mike1347,Maleria,30,Mike1347,134713471347,uk,2021-10-03T00:00:00+00:00
Mike1348,Maleria,10,Mike1348,134813481348,usa,2021-10-03T00:00:00+00:00
Mike1349,Maleria,30,Mike1349,134913491349,uk,2021-10-03T00:00:00+00:00
Mike1350,Maleria,10,Mike1350,135013501350,usa,2021-10-03T00:00:00+00:00
Mike1351,Maleria,30,Mike1351,135113511351,uk,2021-10-03T00:00:00+00:00
Mike1352,Maleria,10,Mike1352,135213521352,usa,2021-10-03T00:00:00+00:00
Mike1353,Maleria,30,Mike1353,135313531353,uk,2021-10-03T00:00:00+00:00
Mike1354,Maleria,10,Mike1354,135413541354,usa,2021-10-03T00:00:00+00:00
Mike1355,Maleria,30,Mike1355,135513551355,uk,2021-10-03T00:00:00+00:00
Mike1356,Maleria,10,Mike1356,135613561356,usa,2021-10-03T00:00:00+00:00
Mike1357,Maleria,30,Mike1357,135713571357,uk,2021-10-03T00:00:00+00:00
Mike1358,Maleria,10,Mike1358,135813581358,usa,2021-10-03T00:00:00+00:00
Mike1359,Maleria,30,Mike1359,135913591359,uk,2021-10-03T00:00:00+00:00
Mike1360,Maleria,10,Mike1360,136013601360,usa,2021-10-03T00:00:00+00:00
Mike1361,Maleria,30,Mike1361,136113611361,uk,2021-10-03T00:00:00+00:00
Mike1362,Maleria,10,Mike1362,136213621362,usa,2021-10-03T00:00:00+00:00
Mike1363,Maleria,30,Mike1363,136313631363,uk,2021-10-03T00:00:00+00:00
Mike1364,Maleria,10,Mike1364,136413641364,usa,2021-10-03T00:00:00+00:00
Mike1365,Maleria,30,Mike1365,136513651365,uk,2021-10-03T00:00:00+00:00
Mike1366,Maleria,10,Mike1366,136613661366,usa,2021-10-03T00:00:00+00:00
Mike1367,Maleria,30,Mike1367,136713671367,uk,2021-10-03T00:00:00+00:00
Mike1368,Maleria,10,Mike1368,136813681368,usa,2021-10-03T00:00:00+00:00
Mike1369,Maleria,30,Mike1369,136913691369,uk,2021-10-03T00:00:00+00:00
Mike1370,Maleria,10,Mike1370,137013701370,usa,2021-10-03T00:00:00+00:00
Mike1371,Maleria,30,Mike1371,137113711371,uk,2021-10-03T00:00:00+00:00
Mike1372,Maleria,10,Mike1372,137213721372,usa,2021-10-03T00:00:00+00:00
Mike1373,Maleria,30,Mike1373,137313731373,uk,2021-10-03T00:00:00+00:00
Mike1374,Maleria,10,Mike1374,137413741374,usa,2021-10-03T00:00:00+00:00
Mike1375,Maleria,30,Mike1375,137513751375,uk,2021-10-03T00:00:00+00:00
Mike1376,Maleria,10,Mike1376,137613761376,usa,2021-10-03T00:00:00+00:00
Mike1377,Maleria,30,Mike1377,137713771377,uk,2021-10-03T00:00:00+00:00
Mike1378,Maleria,10,Mike1378,137813781378,usa,2021-10-03T00:00:00+00:00
Mike1379,Maleria,30,Mike1379,137913791379,uk,2021-10-03T00:00:00+00:00
Mike1380,Maleria,10,Mike1380,138013801380,usa,2021-10-03T00:00:00+00:00
Mike1381,Maleria,30,Mike1381,138113811381,uk,2021-10-03T00:00:00+00:00
Mike1382,Maleria,10,Mike1382,138213821382,usa,2021-10-03T00:00:00+00:00
Mike1383,Maleria,30,Mike1383,138313831383,uk,2021-10-03T00:00:00+00:00
Mike1384,Maleria,10,Mike1384,138413841384,usa,2021-10-03T00:00:00+00:00
Mike1385,Maleria,30,Mike1385,138513851385,uk,2021-10-03T00:00:00+00:00
Mike1386,Maleria,10,Mike1386,138613861386,usa,2021-10-03T00:00:00+00:00
Mike1387,Maleria,30,Mike1387,138713871387,uk,2021-10-03T00:00:00+00:00
Mike1388,Maleria,10,Mike1388,138813881388,usa,2021-10-03T00:00:00+00:00
Mike1389,Maleria,30,Mike1389,138913891389,uk,2021-10-03T00:00:00+00:00
Mike1390,Maleria,10,Mike1390,139013901390,usa,2021-10-03T00:00:00+00:00
Mike1391,Maleria,30,Mike1391,139113911391,uk,2021-10-03T00:00:00+00:00
Mike1392,Maleria,10,Mike1392,139213921392,usa,2021-10-03T00:00:00+00:00
Mike1393,Maleria,30,Mike1393,139313931393,uk,2021-10-03T00:00:00+00:00
Mike1394,Maleria,10,Mike1394,139413941394,usa,2021-10-03T00:00:00+00:00
Mike1395,Maleria,30,Mike1395,139513951395,uk,2021-10-03T00:00:00+00:00
Mike1396,Maleria,10,Mike1396,139613961396,usa,2021-10-03T00:00:00+00:00
Mike1397,Maleria,30,Mike1397,139713971397,uk,2021-10-03T00:00:00+00:00
Mike1398,Maleria,10,Mike1398,139813981398,usa,2021-10-03T00:00:00+00:00
Mike1399,Maleria,30,Mike1399,139913991399,uk,2021-10-03T00:00:00+00:00
Mike1400,Maleria,10,Mike1400,140014001400,usa,2021-10-03T00:00:00+00:00
Mike1401,Maleria,30,Mike1401,140114011401,uk,2021-10-03T00:00:00+00:00
Mike1402,Maleria,10,Mike1402,140214021402,usa,2021-10-03T00:00:00+00:00
Mike1403,Maleria,30,Mike1403,140314031403,uk,2021-10-03T00:00:00+00:00
Mike1404,Maleria,10,Mike1404,140414041404,usa,2021-10-03T00:00:00+00:00
Mike1405,Maleria,30,Mike1405,140514051405,uk,2021-10-03T00:00:00+00:00
Mike1406,Maleria,10,Mike1406,140614061406,usa,2021-10-03T00:00:00+00:00
Mike1407,Maleria,30,Mike1407,140714071407,uk,2021-10-03T00:00:00+00:00
Mike1408,Maleria,10,Mike1408,140814081408,usa,2021-10-03T00:00:00+00:00
Mike1409,Maleria,30,Mike1409,140914091409,uk,2021-10-03T00:00:00+00:00
Mike1410,Maleria,10,Mike1410,141014101410,usa,2021-10-03T00:00:00+00:00
Mike1411,Maleria,30,Mike1411,141114111411,uk,2021-10-03T00:00:00+00:00
Mike1412,Maleria,10,Mike1412,141214121412,usa,2021-10-03T00:00:00+00:00
Mike1413,Maleria,30,Mike1413,141314131413,uk,2021-10-03T00:00:00+00:00
Mike1414,Maleria,10,Mike1414,141414141414,usa,2021-10-03T00:00:00+00:00
Mike1415,Maleria,30,Mike1415,141514151415,uk,2021-10-03T00:00:00+00:00
Mike1416,Maleria,10,Mike1416,141614161416,usa,2021-10-03T00:00:00+00:00
Mike1417,Maleria,30,Mike1417,141714171417,uk,2021-10-03T00:00:00+00:00
Mike1418,Maleria,10,Mike1418,141814181418,usa,2021-10-03T00:00:00+00:00
Mike1419,Maleria,30,Mike1419,141914191419,uk,2021-10-03T00:00:00+00:00
Mike1420,Maleria,10,Mike1420,142014201420,usa,2021-10-03T00:00:00+00:00
Mike1421,Maleria,30,Mike1421,142114211421,uk,2021-10-03T00:00:00+00:00
Mike1422,Maleria,10,Mike1422,142214221422,usa,2021-10-03T00:00:00+00:00
Mike1423,Maleria,30,Mike1423,142314231423,uk,2021-10-03T00:00:00+00:00
Mike1424,Maleria,10,Mike1424,142414241424,usa,2021-10-03T00:00:00+00:00
Mike1425,Maleria,30,Mike1425,142514251425,uk,2021-10-03T00:00:00+00:00
Mike1426,Maleria,10,Mike1426,142614261426,usa,2021-10-03T00:00:00+00:00
Mike1427,Maleria,30,Mike1427,142714271427,uk,2021-10-03T00:00:00+00:00
Mike1428,Maleria,10,Mike1428,142814281428,usa,2021-10-03T00:00:00+00:00
Mike1429,Maleria,30,Mike1429,142914291429,uk,2021-10-03T00:00:00+00:00
Mike1430,Maleria,10,Mike1430,143014301430,usa,2021-10-03T00:00:00+00:00
Mike1431,Maleria,30,Mike1431,143114311431,uk,2021-10-03T00:00:00+00:00
Mike1432,Maleria,10,Mike1432,143214321432,usa,2021-10-03T00:00:00+00:00
Mike1433,Maleria,30,Mike1433,143314331433,uk,2021-10-03T00:00:00+00:00
Mike1434,Maleria,10,Mike1434,143414341434,usa,2021-10-03T00:00:00+00:00
Mike1435,Maleria,30,Mike1435,143514351435,uk,2021-10-03T00:00:00+00:00
Mike1436,Maleria,10,Mike1436,143614361436,usa,2021-10-03T00:00:00+00:00
Mike1437,Maleria,30,Mike1437,143714371437,uk,2021-10-03T00:00:00+00:00
Mike1438,Maleria,10,Mike1438,143814381438,usa,2021-10-03T00:00:00+00:00
Mike1439,Maleria,30,Mike1439,143914391439,uk,2021-10-03T00:00:00+00:00
Mike1440,Maleria,10,Mike1440,144014401440,usa,2021-10-03T00:00:00+00:00
Mike1441,Maleria,30,Mike1441,144114411441,uk,2021-10-03T00:00:00+00:00
Mike1442,Maleria,10,Mike1442,144214421442,usa,2021-10-03T00:00:00+00:00
Mike1443,Maleria,30,Mike1443,144314431443,uk,2021-10-03T00:00:00+00:00
Mike1444,Maleria,10,Mike1444,144414441444,usa,2021-10-03T00:00:00+00:00
Mike1445,Maleria,30,Mike1445,144514451445,uk,2021-10-03T00:00:00+00:00
Mike1446,Maleria,10,Mike1446,144614461446,usa,2021-10-03T00:00:00+00:00
Mike1447,Maleria,30,Mike1447,144714471447,uk,2021-10-03T00:00:00+00:00
Mike1448,Maleria,10,Mike1448,144814481448,usa,2021-10-03T00:00:00+00:00
Mike1449,Maleria,30,Mike1449,144914491449,uk,2021-10-03T00:00:00+00:00
Mike1450,Maleria,10,Mike1450,145014501450,usa,2021-10-03T00:00:00+00:00
Mike1451,Maleria,30,Mike1451,145114511451,uk,2021-10-03T00:00:00+00:00
Mike1452,Maleria,10,Mike1452,145214521452,usa,2021-10-03T00:00:00+00:00
Mike1453,Maleria,30,Mike1453,145314531453,uk,2021-10-03T00:00:00+00:00
Mike1454,Maleria,10,Mike1454,145414541454,usa,2021-10-03T00:00:00+00:00
Mike1455,Maleria,30,Mike1455,145514551455,uk,2021-10-03T00:00:00+00:00
Mike1456,Maleria,10,Mike1456,145614561456,usa,2021-10-03T00:00:00+00:00
Mike1457,Maleria,30,Mike1457,145714571457,uk,2021-10-03T00:00:00+00:00
Mike1458,Maleria,10,Mike1458,145814581458,usa,2021-10-03T00:00:00+00:00
Mike1459,Maleria,30,Mike1459,145914591459,uk,2021-10-03T00:00:00+00:00
Mike1460,Maleria,10,Mike1460,146014601460,usa,2021-10-03T00:00:00+00:00
Mike1461,Maleria,30,Mike1461,146114611461,uk,2021-10-03T00:00:00+00:00
Mike1462,Maleria,10,Mike1462,146214621462,usa,2021-10-03T00:00:00+00:00
Mike1463,Maleria,30,Mike1463,146314631463,uk,2021-10-03T00:00:00+00:00
Mike1464,Maleria,10,Mike1464,146414641464,usa,2021-10-03T00:00:00+00:00
Mike1465,Maleria,30,Mike1465,146514651465,uk,2021-10-03T00:00:00+00:00
Mike1466,Maleria,10,Mike1466,146614661466,usa,2021-10-03T00:00:00+00:00
Mike1467,Maleria,30,Mike1467,146714671467,uk,2021-10-03T00:00:00+00:00
Mike1468,Maleria,10,Mike1468,146814681468,usa,2021-10-03T00:00:00+00:00
Mike1469,Maleria,30,Mike1469,146914691469,uk,2021-10-03T00:00:00+00:00
Mike1470,Maleria,10,Mike1470,147014701470,usa,2021-10-03T00:00:00+00:00
Mike1471,Maleria,30,Mike1471,147114711471,uk,2021-10-03T00:00:00+00:00
Mike1472,Maleria,10,Mike1472,147214721472,usa,2021-10-03T00:00:00+00:00
Mike1473,Maleria,30,Mike1473,147314731473,uk,2021-10-03T00:00:00+00:00
Mike1474,Maleria,10,Mike1474,147414741474,usa,2021-10-03T00:00:00+00:00
Mike1475,Maleria,30,Mike1475,147514751475,uk,2021-10-03T00:00:00+00:00
Mike1476,Maleria,10,Mike1476,147614761476,usa,2021-10-03T00:00:00+00:00
Mike1477,Maleria,30,Mike1477,147714771477,uk,2021-10-03T00:00:00+00:00
Mike1478,Maleria,10,Mike1478,147814781478,usa,2021-10-03T00:00:00+00:00
Mike1479,Maleria,30,Mike1479,147914791479,uk,2021-10-03T00:00:00+00:00
Mike1480,Maleria,10,Mike1480,148014801480,usa,2021-10-03T00:00:00+00:00
Mike1481,Maleria,30,Mike1481,148114811481,uk,2021-10-03T00:00:00+00:00
Mike1482,Maleria,10,Mike1482,148214821482,usa,2021-10-03T00:00:00+00:00
Mike1483,Maleria,30,Mike1483,148314831483,uk,2021-10-03T00:00:00+00:00
Mike1484,Maleria,10,Mike1484,148414841484,usa,2021-10-03T00:00:00+00:00
Mike1485,Maleria,30,Mike1485,148514851485,uk,2021-10-03T00:00:00+00:00
Mike1486,Maleria,10,Mike1486,148614861486,usa,2021-10-03T00:00:00+00:00
Mike1487,Maleria,30,Mike1487,148714871487,uk,2021-10-03T00:00:00+00:00
Mike1488,Maleria,10,Mike1488,148814881488,usa,2021-10-03T00:00:00+00:00
Mike1489,Maleria,30,Mike1489,148914891489,uk,2021-10-03T00:00:00+00:00
Mike1490,Maleria,10,Mike1490,149014901490,usa,2021-10-03T00:00:00+00:00
Mike1491,Maleria,30,Mike1491,149114911491,uk,2021-10-03T00:00:00+00:00
Mike1492,Maleria,10,Mike1492,149214921492,usa,2021-10-03T00:00:00+00:00
Mike1493,Maleria,30,Mike1493,149314931493,uk,2021-10-03T00:00:00+00:00
Mike1494,Maleria,10,Mike1494,149414941494,usa,2021-10-03T00:00:00+00:00
Mike1495,Maleria,30,Mike1495,149514951495,uk,2021-10-03T00:00:00+00:00
Mike1496,Maleria,10,Mike1496,149614961496,usa,2021-10-03T00:00:00+00:00
Mike1497,Maleria,30,Mike1497,149714971497,uk,2021-10-03T00:00:00+00:00
Mike1498,Maleria,10,Mike1498,149814981498,usa,2021-10-03T00:00:00+00:00
Mike1499,Maleria,30,Mike1499,149914991499,uk,2021-10-03T00:00:00+00:00
Mike1500,Maleria,10,Mike1500,150015001500,usa,
Mike1501,"Covid 2.0",30,Mike1501,150115011501,uk,
Mike1502,"Covid 2.0",10,Mike1502,150215021502,usa,
Mike1503,"Covid 2.0",30,Mike1503,150315031503,uk,
Mike1504,"Covid 2.0",10,Mike1504,150415041504,usa,
Mike1505,"Covid 2.0",30,Mike1505,150515051505,uk,
Mike1506,"Covid 2.0",10,Mike1506,150615061506,usa,
Mike1507,"Covid 2.0",30,Mike1507,150715071507,uk,
Mike1508,"Covid 2.0",10,Mike1508,150815081508,usa,
Mike1509,"Covid 2.0",30,Mike1509,150915091509,uk,
Mike1510,"Covid 2.0",10,Mike1510,151015101510,usa,
Mike1511,"Covid 2.0",30,Mike1511,151115111511,uk,
Mike1512,"Covid 2.0",10,Mike1512,151215121512,usa,
Mike1513,"Covid 2.0",30,Mike1513,151315131513,uk,
Mike1514,"Covid 2.0",10,Mike1514,151415141514,usa,
Mike1515,"Covid 2.0",30,Mike1515,151515151515,uk,
Mike1516,"Covid 2.0",10,Mike1516,151615161516,usa,
Mike1517,"Covid 2.0",30,Mike1517,151715171517,uk,
Mike1518,"Covid 2.0",10,Mike1518,151815181518,usa,
Mike1519,"Covid 2.0",30,Mike1519,151915191519,uk,
Mike1520,"Covid 2.0",10,Mike1520,152015201520,usa,
Mike1521,"Covid 2.0",30,Mike1521,152115211521,uk,
Mike1522,"Covid 2.0",10,Mike1522,152215221522,usa,
Mike1523,"Covid 2.0",30,Mike1523,152315231523,uk,
Mike1524,"Covid 2.0",10,Mike1524,152415241524,usa,
Mike1525,"Covid 2.0",30,Mike1525,152515251525,uk,
Mike1526,"Covid 2.0",10,Mike1526,152615261526,usa,
Mike1527,"Covid 2.0",30,Mike1527,152715271527,uk,
Mike1528,"Covid 2.0",10,Mike1528,152815281528,usa,
Mike1529,"Covid 2.0",30,Mike1529,152915291529,uk,
Mike1530,"Covid 2.0",10,Mike1530,153015301530,usa,
Mike1531,"Covid 2.0",30,Mike1531,153115311531,uk,
Mike1532,"Covid 2.0",10,Mike1532,153215321532,usa,
Mike1533,"Covid 2.0",30,Mike1533,153315331533,uk,
Mike1534,"Covid 2.0",10,Mike1534,153415341534,usa,
Mike1535,"Covid 2.0",30,Mike1535,153515351535,uk,
Mike1536,"Covid 2.0",10,Mike1536,153615361536,usa,
Mike1537,"Covid 2.0",30,Mike1537,153715371537,uk,
Mike1538,"Covid 2.0",10,Mike1538,153815381538,usa,
Mike1539,"Covid 2.0",30,Mike1539,153915391539,uk,
Mike1540,"Covid 2.0",10,Mike1540,154015401540,usa,
Mike1541,"Covid 2.0",30,Mike1541,154115411541,uk,
Mike1542,"Covid 2.0",10,Mike1542,154215421542,usa,
Mike1543,"Covid 2.0",30,Mike1543,154315431543,uk,
Mike1544,"Covid 2.0",10,Mike1544,154415441544,usa,
Mike1545,"Covid 2.0",30,Mike1545,154515451545,uk,
Mike1546,"Covid 2.0",10,Mike1546,154615461546,usa,
Mike1547,"Covid 2.0",30,Mike1547,154715471547,uk,
Mike1548,"Covid 2.0",10,Mike1548,154815481548,usa,
Mike1549,"Covid 2.0",30,Mike1549,154915491549,uk,
Mike1550,"Covid 2.0",10,Mike1550,155015501550,usa,
Mike1551,"Covid 2.0",30,Mike1551,155115511551,uk,
Mike1552,"Covid 2.0",10,Mike1552,155215521552,usa,
Mike1553,"Covid 2.0",30,Mike1553,155315531553,uk,
Mike1554,"Covid 2.0",10,Mike1554,155415541554,usa,
Mike1555,"Covid 2.0",30,Mike1555,155515551555,uk,
Mike1556,"Covid 2.0",10,Mike1556,155615561556,usa,
Mike1557,"Covid 2.0",30,Mike1557,155715571557,uk,
Mike1558,"Covid 2.0",10,Mike1558,155815581558,usa,
Mike1559,"Covid 2.0",30,Mike1559,155915591559,uk,
Mike1560,"Covid 2.0",10,Mike1560,156015601560,usa,
Mike1561,"Covid 2.0",30,Mike1561,156115611561,uk,
Mike1562,"Covid 2.0",10,Mike1562,156215621562,usa,
Mike1563,"Covid 2.0",30,Mike1563,156315631563,uk,
Mike1564,"Covid 2.0",10,Mike1564,156415641564,usa,
Mike1565,"Covid 2.0",30,Mike1565,156515651565,uk,
Mike1566,"Covid 2.0",10,Mike1566,156615661566,usa,
Mike1567,"Covid 2.0",30,Mike1567,156715671567,uk,
Mike1568,"Covid 2.0",10,Mike1568,156815681568,usa,
Mike1569,"Covid 2.0",30,Mike1569,156915691569,uk,
Mike1570,"Covid 2.0",10,Mike1570,157015701570,usa,
Mike1571,"Covid 2.0",30,Mike1571,157115711571,uk,
Mike1572,"Covid 2.0",10,Mike1572,157215721572,usa,
Mike1573,"Covid 2.0",30,Mike1573,157315731573,uk,
Mike1574,"Covid 2.0",10,Mike1574,157415741574,usa,
Mike1575,"Covid 2.0",30,Mike1575,157515751575,uk,
Mike1576,"Covid 2.0",10,Mike1576,157615761576,usa,
Mike1577,"Covid 2.0",30,Mike1577,157715771577,uk,
Mike1578,"Covid 2.0",10,Mike1578,157815781578,usa,
Mike1579,"Covid 2.0",30,Mike1579,157915791579,uk,
Mike1580,"Covid 2.0",10,Mike1580,158015801580,usa,
Mike1581,"Covid 2.0",30,Mike1581,158115811581,uk,
Mike1582,"Covid 2.0",10,Mike1582,158215821582,usa,
Mike1583,"Covid 2.0",30,Mike1583,158315831583,uk,
Mike1584,"Covid 2.0",10,Mike1584,158415841584,usa,
Mike1585,"Covid 2.0",30,Mike1585,158515851585,uk,
Mike1586,"Covid 2.0",10,Mike1586,158615861586,usa,
Mike1587,"Covid 2.0",30,Mike1587,158715871587,uk,
Mike1588,"Covid 2.0",10,Mike1588,158815881588,usa,
Mike1589,"Covid 2.0",30,Mike1589,158915891589,uk,
Mike1590,"Covid 2.0",10,Mike1590,159015901590,usa,
Mike1591,"Covid 2.0",30,Mike1591,159115911591,uk,
Mike1592,"Covid 2.0",10,Mike1592,159215921592,usa,
Mike1593,"Covid 2.0",30,Mike1593,159315931593,uk,
Mike1594,"Covid 2.0",10,Mike1594,159415941594,usa,
Mike1595,"Covid 2.0",30,Mike1595,159515951595,uk,
Mike1596,"Covid 2.0",10,Mike1596,159615961596,usa,
Mike1597,"Covid 2.0",30,Mike1597,159715971597,uk,
Mike1598,"Covid 2.0",10,Mike1598,159815981598,usa,
Mike1599,"Covid 2.0",30,Mike1599,159915991599,uk,
Mike1600,"Covid 2.0",10,Mike1600,160016001600,usa,
Mike1601,"Covid 2.0",30,Mike1601,160116011601,uk,
Mike1602,"Covid 2.0",10,Mike1602,160216021602,usa,
Mike1603,"Covid 2.0",30,Mike1603,160316031603,uk,
Mike1604,"Covid 2.0",10,Mike1604,160416041604,usa,
Mike1605,"Covid 2.0",30,Mike1605,160516051605,uk,
Mike1606,"Covid 2.0",10,Mike1606,160616061606,usa,
Mike1607,"Covid 2.0",30,Mike1607,160716071607,uk,
Mike1608,"Covid 2.0",10,Mike1608,160816081608,usa,
Mike1609,"Covid 2.0",30,Mike1609,160916091609,uk,
Mike1610,"Covid 2.0",10,Mike1610,161016101610,usa,
Mike1611,"Covid 2.0",30,Mike1611,161116111611,uk,
Mike1612,"Covid 2.0",10,Mike1612,161216121612,usa,
Mike1613,"Covid 2.0",30,Mike1613,161316131613,uk,
Mike1614,"Covid 2.0",10,Mike1614,161416141614,usa,
Mike1615,"Covid 2.0",30,Mike1615,161516151615,uk,
Mike1616,"Covid 2.0",10,Mike1616,161616161616,usa,
Mike1617,"Covid 2.0",30,Mike1617,161716171617,uk,
Mike1618,"Covid 2.0",10,Mike1618,161816181618,usa,
Mike1619,"Covid 2.0",30,Mike1619,161916191619,uk,
Mike1620,"Covid 2.0",10,Mike1620,162016201620,usa,
Mike1621,"Covid 2.0",30,Mike1621,162116211621,uk,
Mike1622,"Covid 2.0",10,Mike1622,162216221622,usa,
Mike1623,"Covid 2.0",30,Mike1623,162316231623,uk,
Mike1624,"Covid 2.0",10,Mike1624,162416241624,usa,
Mike1625,"Covid 2.0",30,Mike1625,162516251625,uk,
Mike1626,"Covid 2.0",10,Mike1626,162616261626,usa,
Mike1627,"Covid 2.0",30,Mike1627,162716271627,uk,
Mike1628,"Covid 2.0",10,Mike1628,162816281628,usa,
Mike1629,"Covid 2.0",30,Mike1629,162916291629,uk,
Mike1630,"Covid 2.0",10,Mike1630,163016301630,usa,
Mike1631,"Covid 2.0",30,Mike1631,163116311631,uk,
Mike1632,"Covid 2.0",10,Mike1632,163216321632,usa,
Mike1633,"Covid 2.0",30,Mike1633,163316331633,uk,
Mike1634,"Covid 2.0",10,Mike1634,163416341634,usa,
Mike1635,"Covid 2.0",30,Mike1635,163516351635,uk,
Mike1636,"Covid 2.0",10,Mike1636,163616361636,usa,
Mike1637,"Covid 2.0",30,Mike1637,163716371637,uk,
Mike1638,"Covid 2.0",10,Mike1638,163816381638,usa,
Mike1639,"Covid 2.0",30,Mike1639,163916391639,uk,
Mike1640,"Covid 2.0",10,Mike1640,164016401640,usa,
Mike1641,"Covid 2.0",30,Mike1641,164116411641,uk,
Mike1642,"Covid 2.0",10,Mike1642,164216421642,usa,
Mike1643,"Covid 2.0",30,Mike1643,164316431643,uk,
Mike1644,"Covid 2.0",10,Mike1644,164416441644,usa,
Mike1645,"Covid 2.0",30,Mike1645,164516451645,uk,
Mike1646,"Covid 2.0",10,Mike1646,164616461646,usa,
Mike1647,"Covid 2.0",30,Mike1647,164716471647,uk,
Mike1648,"Covid 2.0",10,Mike1648,164816481648,usa,
Mike1649,"Covid 2.0",30,Mike1649,164916491649,uk,
Mike1650,"Covid 2.0",10,Mike1650,165016501650,usa,
Mike1651,"Covid 2.0",30,Mike1651,165116511651,uk,
Mike1652,"Covid 2.0",10,Mike1652,165216521652,usa,
Mike1653,"Covid 2.0",30,Mike1653,165316531653,uk,
Mike1654,"Covid 2.0",10,Mike1654,165416541654,usa,
Mike1655,"Covid 2.0",30,Mike1655,165516551655,uk,
Mike1656,"Covid 2.0",10,Mike1656,165616561656,usa,
Mike1657,"Covid 2.0",30,Mike1657,165716571657,uk,
Mike1658,"Covid 2.0",10,Mike1658,165816581658,usa,
Mike1659,"Covid 2.0",30,Mike1659,165916591659,uk,
Mike1660,"Covid 2.0",10,Mike1660,166016601660,usa,
Mike1661,"Covid 2.0",30,Mike1661,166116611661,uk,
Mike1662,"Covid 2.0",10,Mike1662,166216621662,usa,
Mike1663,"Covid 2.0",30,Mike1663,166316631663,uk,
Mike1664,"Covid 2.0",10,Mike1664,166416641664,usa,
Mike1665,"Covid 2.0",30,Mike1665,166516651665,uk,
Mike1666,"Covid 2.0",10,Mike1666,166616661666,usa,
Mike1667,"Covid 2.0",30,Mike1667,166716671667,uk,
Mike1668,"Covid 2.0",10,Mike1668,166816681668,usa,
Mike1669,"Covid 2.0",30,Mike1669,166916691669,uk,
Mike1670,"Covid 2.0",10,Mike1670,167016701670,usa,
Mike1671,"Covid 2.0",30,Mike1671,167116711671,uk,
Mike1672,"Covid 2.0",10,Mike1672,167216721672,usa,
Mike1673,"Covid 2.0",30,Mike1673,167316731673,uk,
Mike1674,"Covid 2.0",10,Mike1674,167416741674,usa,
Mike1675,"Covid 2.0",30,Mike1675,167516751675,uk,
Mike1676,"Covid 2.0",10,Mike1676,167616761676,usa,
Mike1677,"Covid 2.0",30,Mike1677,167716771677,uk,
Mike1678,"Covid 2.0",10,Mike1678,167816781678,usa,
Mike1679,"Covid 2.0",30,Mike1679,167916791679,uk,
Mike1680,"Covid 2.0",10,Mike1680,168016801680,usa,
Mike1681,"Covid 2.0",30,Mike1681,168116811681,uk,
Mike1682,"Covid 2.0",10,Mike1682,168216821682,usa,
Mike1683,"Covid 2.0",30,Mike1683,168316831683,uk,
Mike1684,"Covid 2.0",10,Mike1684,168416841684,usa,
Mike1685,"Covid 2.0",30,Mike1685,168516851685,uk,
Mike1686,"Covid 2.0",10,Mike1686,168616861686,usa,
Mike1687,"Covid 2.0",30,Mike1687,168716871687,uk,
Mike1688,"Covid 2.0",10,Mike1688,168816881688,usa,
Mike1689,"Covid 2.0",30,Mike1689,168916891689,uk,
Mike1690,"Covid 2.0",10,Mike1690,169016901690,usa,
Mike1691,"Covid 2.0",30,Mike1691,169116911691,uk,
Mike1692,"Covid 2.0",10,Mike1692,169216921692,usa,
Mike1693,"Covid 2.0",30,Mike1693,169316931693,uk,
Mike1694,"Covid 2.0",10,Mike1694,169416941694,usa,
Mike1695,"Covid 2.0",30,Mike1695,169516951695,uk,
Mike1696,"Covid 2.0",10,Mike1696,169616961696,usa,
Mike1697,"Covid 2.0",30,Mike1697,169716971697,uk,
Mike1698,"Covid 2.0",10,Mike1698,169816981698,usa,
Mike1699,"Covid 2.0",30,Mike1699,169916991699,uk,
Mike1700,"Covid 2.0",10,Mike1700,170017001700,usa,
Mike1701,"Covid 2.0",30,Mike1701,170117011701,uk,
Mike1702,"Covid 2.0",10,Mike1702,170217021702,usa,
Mike1703,"Covid 2.0",30,Mike1703,170317031703,uk,
Mike1704,"Covid 2.0",10,Mike1704,170417041704,usa,
Mike1705,"Covid 2.0",30,Mike1705,170517051705,uk,
Mike1706,"Covid 2.0",10,Mike1706,170617061706,usa,
Mike1707,"Covid 2.0",30,Mike1707,170717071707,uk,
Mike1708,"Covid 2.0",10,Mike1708,170817081708,usa,
Mike1709,"Covid 2.0",30,Mike1709,170917091709,uk,
Mike1710,"Covid 2.0",10,Mike1710,171017101710,usa,
Mike1711,"Covid 2.0",30,Mike1711,171117111711,uk,
Mike1712,"Covid 2.0",10,Mike1712,171217121712,usa,
